frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,sound-level-decibels
1250,7.3,0.2286,39.6,0.0123481,123.189
4000,2.7,0.1524,39.6,0.00294804,121.889
4000,7.3,0.2286,39.6,0.0123481,114.079
2500,0.0,0.1524,71.3,0.0015988,128.127
1250,0.0,0.1524,31.7,0.00209405,131.467
1600,2.7,0.1524,71.3,0.00243851,130.644
3150,7.3,0.2286,39.6,0.0123481,114.309
2000,5.4,0.1524,71.3,0.00401199,131.111
500,5.4,0.1524,55.5,0.00433288,129.367
2000,0.0,0.1524,71.3,0.0015988,128.647
500,7.3,0.2286,71.3,0.0104404,136.798
10000,0.0,0.1524,71.3,0.0015988,120.247
5000,0.0,0.1524,39.6,0.00193287,123.453
630,7.3,0.2286,31.7,0.0132672,126.189
1600,0.0,0.1524,31.7,0.00209405,130.817
6300,0.0,0.1524,55.5,0.00172668,123.303
1250,0.0,0.1524,71.3,0.0015988,128.927
10000,0.0,0.1524,55.5,0.00172668,119.253
2500,0.0,0.1524,39.6,0.00193287,126.863
1000,5.3,0.2286,39.6,0.00614329,125.581
4000,5.4,0.1524,55.5,0.00433288,119.737
2500,9.9,0.1524,55.5,0.0208438,118.365
8000,7.2,0.1524,71.3,0.00752039,113.333
800,0.0,0.0508,55.5,7.6193E-4,124.336
315,12.6,0.1524,71.3,0.0483159,128.484
6300,7.2,0.1524,71.3,0.00752039,116.603
800,5.4,0.1524,39.6,0.00485029,132.757
800,7.2,0.1524,39.6,0.00909175,132.358
800,5.4,0.1524,31.7,0.00525474,131.491
2000,7.2,0.1524,71.3,0.00752039,128.643
2500,5.4,0.1524,39.6,0.00485029,120.497
400,9.9,0.1524,71.3,0.0193001,135.079
500,5.4,0.1524,39.6,0.00485029,129.937
3150,5.4,0.1524,31.7,0.00525474,118.291
10000,0.0,0.0508,71.3,7.40478E-4,128.74
4000,7.2,0.1524,71.3,0.00752039,119.343
2000,0.0,0.0508,71.3,7.40478E-4,131.06
6300,0.0,0.0508,71.3,7.40478E-4,133.04
1600,9.9,0.1524,31.7,0.0252785,117.119
3150,0.0,0.0508,71.3,7.40478E-4,135.07
2500,5.4,0.1524,55.5,0.00433288,124.077
2500,9.9,0.1524,39.6,0.0233328,116.295
1000,9.9,0.1524,31.7,0.0252785,122.149
400,12.6,0.1524,71.3,0.0483159,127.094
400,9.9,0.1524,39.6,0.0233328,128.345
200,9.9,0.1524,31.7,0.0252785,127.299
3150,12.6,0.1524,71.3,0.0483159,113.334
1600,7.2,0.1524,71.3,0.00752039,130.893
3150,9.9,0.1524,71.3,0.0193001,116.849
2500,7.2,0.1524,39.6,0.00909175,117.478
500,9.9,0.1524,71.3,0.0193001,131.279
630,9.9,0.1524,71.3,0.0193001,129.889
315,12.6,0.1524,39.6,0.0584113,116.02
3150,5.4,0.1524,39.6,0.00485029,119.137
315,9.9,0.1524,39.6,0.0233328,128.595
1250,12.6,0.1524,39.6,0.0584113,112.16
6300,9.9,0.1524,71.3,0.0193001,112.039
250,12.6,0.1524,39.6,0.0584113,115.89
5000,0.0,0.0508,55.5,7.6193E-4,134.556
200,9.9,0.1524,71.3,0.0193001,134.319
4000,9.9,0.1524,39.6,0.0233328,112.265
5000,12.6,0.1524,39.6,0.0584113,104.13
1600,5.4,0.1524,39.6,0.00485029,126.267
6300,9.9,0.1524,39.6,0.0233328,109.885
1250,0.0,0.0508,71.3,7.40478E-4,128.56
8000,5.4,0.1524,55.5,0.00433288,114.927
400,12.6,0.1524,39.6,0.0584113,115.91
1000,7.2,0.1524,71.3,0.00752039,134.273
500,9.9,0.1524,39.6,0.0233328,126.835
2500,12.6,0.1524,71.3,0.0483159,115.234
2500,9.9,0.1524,71.3,0.0193001,119.639
315,7.2,0.1524,39.6,0.00909175,130.558
1250,7.2,0.1524,39.6,0.00909175,122.428
1600,0.0,0.0508,71.3,7.40478E-4,129.68
400,7.2,0.1524,39.6,0.00909175,132.118
4000,12.6,0.1524,71.3,0.0483159,108.034
630,5.4,0.1524,39.6,0.00485029,132.357
1250,9.9,0.1524,55.5,0.0208438,121.635
3150,12.6,0.1524,39.6,0.0584113,106.26
315,9.9,0.1524,55.5,0.0208438,132.355
5000,5.4,0.1524,39.6,0.00485029,117.037
2500,0.0,0.0508,71.3,7.40478E-4,131.31
1600,0.0,0.0508,55.5,7.6193E-4,128.576
3150,0.0,0.0508,55.5,7.6193E-4,134.826
2000,5.4,0.1524,55.5,0.00433288,128.707
800,12.6,0.1524,71.3,0.0483159,123.054
1000,12.6,0.1524,71.3,0.0483159,122.044
3150,7.2,0.1524,71.3,0.00752039,116.783
4000,9.9,0.1524,55.5,0.0208438,112.945
5000,12.6,0.1524,71.3,0.0483159,108.034
12500,0.0,0.0508,71.3,7.40478E-4,125.22
630,7.2,0.1524,71.3,0.00752039,134.853
1600,9.9,0.1524,39.6,0.0233328,118.545
500,5.4,0.1524,31.7,0.00525474,129.681
5000,9.9,0.1524,71.3,0.0193001,114.569
6300,5.4,0.1524,39.6,0.00485029,116.677
6300,5.4,0.1524,31.7,0.00525474,115.591
1000,5.4,0.1524,39.6,0.00485029,130.507
3150,9.9,0.1524,55.5,0.0208438,115.085
200,9.9,0.1524,39.6,0.0233328,127.315
2000,5.4,0.1524,31.7,0.00525474,122.771
800,9.9,0.1524,71.3,0.0193001,128.879
250,9.9,0.1524,55.5,0.0208438,133.235
6300,9.9,0.1524,31.7,0.0252785,108.689
2500,12.6,0.1524,39.6,0.0584113,106.88
6300,12.6,0.1524,71.3,0.0483159,107.284
200,12.6,0.1524,71.3,0.0483159,128.354
1600,12.6,0.1524,71.3,0.0483159,120.534
1600,12.6,0.1524,39.6,0.0584113,110.78
250,12.6,0.1524,71.3,0.0483159,129.744
800,7.2,0.1524,71.3,0.00752039,136.023
1000,9.9,0.1524,71.3,0.0193001,126.349
10000,7.2,0.1524,71.3,0.00752039,110.313
1600,9.9,0.1524,71.3,0.0193001,121.789
1000,0.0,0.0508,55.5,7.6193E-4,125.586
6300,0.0,0.0508,55.5,7.6193E-4,132.796
630,12.6,0.1524,39.6,0.0584113,116.55
250,9.9,0.1524,39.6,0.0233328,128.335
2500,5.4,0.1524,31.7,0.00525474,119.151
250,9.9,0.1524,71.3,0.0193001,135.329
315,5.4,0.1524,31.7,0.00525474,125.741
4000,0.0,0.0508,55.5,7.6193E-4,134.946
3150,7.2,0.1524,39.6,0.00909175,111.818
6300,12.6,0.1524,39.6,0.0584113,103.38
400,7.2,0.1524,71.3,0.00752039,130.123
1250,9.9,0.1524,31.7,0.0252785,118.619
1250,9.9,0.1524,39.6,0.0233328,120.555
4000,12.6,0.1524,39.6,0.0584113,104.5
200,9.9,0.1524,55.5,0.0208438,131.955
1000,5.4,0.1524,31.7,0.00525474,128.241
630,12.6,0.1524,71.3,0.0483159,123.304
1250,0.0,0.0508,55.5,7.6193E-4,127.076
630,9.9,0.1524,31.7,0.0252785,126.049
2000,9.9,0.1524,55.5,0.0208438,119.505
1600,9.9,0.1524,55.5,0.0208438,119.875
200,12.6,0.1524,39.6,0.0584113,114.75
1600,7.2,0.1524,39.6,0.00909175,120.058
500,9.9,0.1524,31.7,0.0252785,127.179
6300,7.2,0.1524,39.6,0.00909175,112.688
2000,12.6,0.1524,39.6,0.0584113,109.52
4000,0.0,0.0508,71.3,7.40478E-4,134.43
400,5.4,0.1524,39.6,0.00485029,127.637
1000,7.2,0.1524,39.6,0.00909175,128.338
1250,5.4,0.1524,39.6,0.00485029,127.117
5000,0.0,0.0508,71.3,7.40478E-4,134.43
500,12.6,0.1524,39.6,0.0584113,114.9
630,7.2,0.1524,39.6,0.00909175,133.198
250,7.2,0.1524,39.6,0.00909175,127.488
800,12.6,0.1524,39.6,0.0584113,116.56
1000,9.9,0.1524,39.6,0.0233328,123.835
2500,9.9,0.1524,31.7,0.0252785,114.729
315,5.4,0.1524,39.6,0.00485029,125.347
8000,7.2,0.1524,39.6,0.00909175,111.588
2000,9.9,0.1524,39.6,0.0233328,117.925
5000,5.4,0.1524,55.5,0.00433288,118.757
4000,5.4,0.1524,31.7,0.00525474,116.181
1250,5.4,0.1524,31.7,0.00525474,123.991
10000,7.2,0.1524,39.6,0.00909175,110.868
3150,5.4,0.1524,55.5,0.00433288,121.587
2000,7.2,0.1524,39.6,0.00909175,120.228
2000,9.9,0.1524,71.3,0.0193001,120.779
1000,12.6,0.1524,39.6,0.0584113,114.67
8000,0.0,0.0508,71.3,7.40478E-4,130.89
2000,0.0,0.0508,55.5,7.6193E-4,131.456
500,9.9,0.1524,55.5,0.0208438,127.815
315,9.9,0.1524,31.7,0.0252785,128.809
500,7.2,0.1524,39.6,0.00909175,132.658
1250,7.2,0.1524,71.3,0.00752039,132.513
500,12.6,0.1524,71.3,0.0483159,121.664
2000,9.9,0.1524,31.7,0.0252785,116.859
5000,5.4,0.1524,31.7,0.00525474,115.691
400,9.9,0.1524,55.5,0.0208438,131.605
2000,12.6,0.1524,71.3,0.0483159,117.504
6300,5.4,0.1524,55.5,0.00433288,117.287
4000,9.9,0.1524,31.7,0.0252785,111.459
3150,9.9,0.1524,39.6,0.0233328,113.525
5000,9.9,0.1524,55.5,0.0208438,112.065
800,9.9,0.1524,31.7,0.0252785,125.539
4000,9.9,0.1524,71.3,0.0193001,115.079
5000,7.2,0.1524,71.3,0.00752039,118.343
315,9.9,0.1524,71.3,0.0193001,135.459
5000,9.9,0.1524,39.6,0.0233328,111.135
1600,5.4,0.1524,31.7,0.00525474,123.761
800,0.0,0.0508,71.3,7.40478E-4,130.96
400,5.4,0.1524,31.7,0.00525474,127.781
4000,7.2,0.1524,39.6,0.00909175,114.258
800,9.9,0.1524,39.6,0.0233328,126.345
1250,12.6,0.1524,71.3,0.0483159,120.154
2500,7.2,0.1524,71.3,0.00752039,124.353
3150,9.9,0.1524,31.7,0.0252785,112.209
1000,0.0,0.0508,71.3,7.40478E-4,129.45
4000,5.4,0.1524,39.6,0.00485029,117.137
630,5.4,0.1524,31.7,0.00525474,131.471
5000,9.9,0.1524,31.7,0.0252785,109.949
630,9.9,0.1524,55.5,0.0208438,127.315
315,7.2,0.1524,71.3,0.00752039,128.713
400,9.9,0.1524,31.7,0.0252785,128.939
1000,9.9,0.1524,55.5,0.0208438,124.665
2000,5.4,0.1524,39.6,0.00485029,124.647
2500,0.0,0.0508,55.5,7.6193E-4,133.956
500,7.2,0.1524,71.3,0.00752039,132.043
630,9.9,0.1524,39.6,0.0233328,126.465
5000,7.2,0.1524,39.6,0.00909175,113.288
800,9.9,0.1524,55.5,0.0208438,126.565
250,9.9,0.1524,31.7,0.0252785,128.559
6300,9.9,0.1524,55.5,0.0208438,110.555
1250,9.9,0.1524,71.3,0.0193001,122.679
3150,0.0,0.0508,31.7,8.12164E-4,135.49
1000,8.4,0.0508,55.5,0.00544854,130.722
1000,8.4,0.0508,31.7,0.00580776,129.516
6300,0.0,0.0508,31.7,8.12164E-4,130.34
2000,15.4,0.0508,55.5,0.0271925,127.04
2500,0.0,0.0508,31.7,8.12164E-4,134.87
6300,0.0,0.0508,39.6,7.91822E-4,131.918
1600,8.4,0.0508,71.3,0.00529514,133.846
1000,15.4,0.0508,71.3,0.0264269,131.865
1250,8.4,0.0508,71.3,0.00529514,132.086
12500,0.0,0.0508,55.5,7.6193E-4,125.376
630,8.4,0.0508,55.5,0.00544854,126.152
630,15.4,0.0508,71.3,0.0264269,129.645
400,15.4,0.0508,31.7,0.0289853,123.705
400,11.2,0.0508,39.6,0.0150478,130.67
315,15.4,0.0508,55.5,0.0271925,125.39
800,15.4,0.0508,55.5,0.0271925,130.43
800,15.4,0.0508,39.6,0.0282593,128.423
3150,11.2,0.0508,71.3,0.014072,127.141
200,15.4,0.0508,71.3,0.0264269,123.595
1000,0.0,0.0508,31.7,8.12164E-4,126.78
8000,4.2,0.0508,71.3,0.00142788,125.268
200,11.2,0.0508,39.6,0.0150478,125.01
400,8.4,0.0508,55.5,0.00544854,121.582
1250,11.2,0.0508,39.6,0.0150478,130.05
5000,0.0,0.0508,39.6,7.91822E-4,134.308
4000,15.4,0.0508,71.3,0.0264269,122.675
2500,8.4,0.0508,55.5,0.00544854,131.542
2000,0.0,0.0508,39.6,7.91822E-4,132.918
12500,0.0,0.0508,39.6,7.91822E-4,123.988
1000,4.2,0.0508,39.6,0.00152689,125.647
200,15.4,0.0508,55.5,0.0271925,122.94
800,8.4,0.0508,31.7,0.00580776,128.246
1000,15.4,0.0508,55.5,0.0271925,130.4
500,15.4,0.0508,39.6,0.0282593,125.963
4000,15.4,0.0508,39.6,0.0282593,118.113
2500,8.4,0.0508,39.6,0.00566229,127.465
4000,8.4,0.0508,55.5,0.00544854,122.612
1000,11.2,0.0508,39.6,0.0150478,132.43
500,15.4,0.0508,55.5,0.0271925,127.22
2000,15.4,0.0508,31.7,0.0289853,120.835
250,15.4,0.0508,39.6,0.0282593,122.893
5000,15.4,0.0508,31.7,0.0289853,112.355
10000,4.2,0.0508,71.3,0.00142788,121.238
10000,0.0,0.0508,55.5,7.6193E-4,127.636
3150,15.4,0.0508,71.3,0.0264269,125.715
4000,11.2,0.0508,71.3,0.014072,122.471
5000,8.4,0.0508,71.3,0.00529514,121.146
400,11.2,0.0508,71.3,0.014072,129.281
6300,15.4,0.0508,71.3,0.0264269,115.215
2500,11.2,0.0508,71.3,0.014072,130.541
500,8.4,0.0508,39.6,0.00566229,122.905
2000,8.4,0.0508,31.7,0.00580776,127.686
2500,15.4,0.0508,31.7,0.0289853,119.945
1600,15.4,0.0508,31.7,0.0289853,121.485
500,11.2,0.0508,39.6,0.0150478,131.96
800,8.4,0.0508,39.6,0.00566229,128.435
1600,4.2,0.0508,39.6,0.00152689,130.197
1600,4.2,0.0508,71.3,0.00142788,124.318
6300,4.2,0.0508,71.3,0.00142788,129.308
315,15.4,0.0508,71.3,0.0264269,126.195
1000,15.4,0.0508,39.6,0.0282593,127.893
2000,8.4,0.0508,55.5,0.00544854,133.042
250,15.4,0.0508,55.5,0.0271925,124.17
1600,11.2,0.0508,71.3,0.014072,135.191
800,15.4,0.0508,31.7,0.0289853,125.555
5000,4.2,0.0508,71.3,0.00142788,132.828
315,15.4,0.0508,31.7,0.0289853,122.845
800,0.0,0.0508,31.7,8.12164E-4,122.79
8000,0.0,0.0508,39.6,7.91822E-4,128.518
1250,15.4,0.0508,31.7,0.0289853,123.255
8000,0.0,0.0508,55.5,7.6193E-4,130.156
3150,0.0,0.0508,39.6,7.91822E-4,135.938
6300,15.4,0.0508,31.7,0.0289853,108.185
1250,0.0,0.0508,39.6,7.91822E-4,129.148
1250,8.4,0.0508,55.5,0.00544854,132.252
200,15.4,0.0508,39.6,0.0282593,121.783
315,15.4,0.0508,39.6,0.0282593,124.493
6300,15.4,0.0508,39.6,0.0282593,109.663
250,15.4,0.0508,31.7,0.0289853,121.225
2000,4.2,0.0508,39.6,0.00152689,132.587
6300,4.2,0.0508,39.6,0.00152689,125.717
4000,15.4,0.0508,31.7,0.0289853,115.635
800,8.4,0.0508,55.5,0.00544854,128.562
5000,0.0,0.0508,31.7,8.12164E-4,133.23
1600,11.2,0.0508,39.6,0.0150478,126.54
1000,0.0,0.0508,39.6,7.91822E-4,127.638
1600,8.4,0.0508,39.6,0.00566229,130.965
630,15.4,0.0508,31.7,0.0289853,124.685
800,11.2,0.0508,39.6,0.0150478,133.79
800,15.4,0.0508,71.3,0.0264269,131.515
500,15.4,0.0508,31.7,0.0289853,123.695
10000,4.2,0.0508,39.6,0.00152689,116.967
12500,0.0,0.0508,31.7,8.12164E-4,119.07
3150,4.2,0.0508,71.3,0.00142788,133.728
4000,8.4,0.0508,31.7,0.00580776,118.106
1600,15.4,0.0508,39.6,0.0282593,124.843
500,11.2,0.0508,71.3,0.014072,130.311
200,11.2,0.0508,71.3,0.014072,125.941
250,11.2,0.0508,71.3,0.014072,127.101
315,11.2,0.0508,39.6,0.0150478,128.99
2500,15.4,0.0508,55.5,0.0271925,125.63
315,11.2,0.0508,71.3,0.014072,128.381
1250,4.2,0.0508,39.6,0.00152689,128.427
2000,8.4,0.0508,39.6,0.00566229,129.965
800,8.4,0.0508,71.3,0.00529514,127.556
2000,0.0,0.0508,31.7,8.12164E-4,133.01
12500,4.2,0.0508,71.3,0.00142788,117.328
800,11.2,0.0508,71.3,0.014072,136.031
5000,15.4,0.0508,55.5,0.0271925,117.11
2500,4.2,0.0508,71.3,0.00142788,131.978
5000,8.4,0.0508,55.5,0.00544854,115.812
1250,8.4,0.0508,39.6,0.00566229,131.205
2500,0.0,0.0508,39.6,7.91822E-4,134.938
1600,15.4,0.0508,55.5,0.0271925,128.2
8000,0.0,0.0508,31.7,8.12164E-4,126.59
2000,8.4,0.0508,71.3,0.00529514,134.476
1600,0.0,0.0508,31.7,8.12164E-4,131.01
2000,15.4,0.0508,39.6,0.0282593,123.443
400,15.4,0.0508,39.6,0.0282593,125.353
6300,15.4,0.0508,55.5,0.0271925,112.93
4000,4.2,0.0508,71.3,0.00142788,133.598
10000,0.0,0.0508,39.6,7.91822E-4,125.998
3150,4.2,0.0508,39.6,0.00152689,133.587
2000,11.2,0.0508,39.6,0.0150478,124.42
1250,0.0,0.0508,31.7,8.12164E-4,129.27
2500,8.4,0.0508,71.3,0.00529514,134.226
4000,8.4,0.0508,71.3,0.00529514,126.926
400,8.4,0.0508,31.7,0.00580776,120.076
4000,15.4,0.0508,55.5,0.0271925,120.92
5000,15.4,0.0508,39.6,0.0282593,114.453
200,15.4,0.0508,31.7,0.0289853,119.975
3150,8.4,0.0508,55.5,0.00544854,128.402
1250,11.2,0.0508,71.3,0.014072,136.191
800,0.0,0.0508,39.6,7.91822E-4,126.508
500,8.4,0.0508,31.7,0.00580776,122.966
4000,0.0,0.0508,31.7,8.12164E-4,134.11
5000,4.2,0.0508,39.6,0.00152689,129.777
630,11.2,0.0508,71.3,0.014072,133.611
630,15.4,0.0508,39.6,0.0282593,127.443
1600,0.0,0.0508,39.6,7.91822E-4,130.908
1250,15.4,0.0508,71.3,0.0264269,130.845
3150,11.2,0.0508,39.6,0.0150478,119.67
2000,15.4,0.0508,71.3,0.0264269,129.285
3150,15.4,0.0508,39.6,0.0282593,120.513
400,15.4,0.0508,71.3,0.0264269,126.805
10000,0.0,0.0508,31.7,8.12164E-4,122.45
2500,8.4,0.0508,31.7,0.00580776,125.576
2500,15.4,0.0508,71.3,0.0264269,127.625
8000,15.4,0.0508,71.3,0.0264269,112.675
400,15.4,0.0508,55.5,0.0271925,126.5
200,19.7,0.0508,71.3,0.0341183,118.005
2500,15.4,0.0508,39.6,0.0282593,122.413
1600,8.4,0.0508,31.7,0.00580776,129.296
630,11.2,0.0508,39.6,0.0150478,133.13
3150,8.4,0.0508,71.3,0.00529514,131.966
250,15.4,0.0508,71.3,0.0264269,124.835
1250,15.4,0.0508,55.5,0.0271925,130.0
3150,15.4,0.0508,31.7,0.0289853,118.045
630,8.4,0.0508,39.6,0.00566229,126.045
1250,15.4,0.0508,39.6,0.0282593,126.743
1250,8.4,0.0508,31.7,0.00580776,130.156
3150,15.4,0.0508,55.5,0.0271925,123.46
4000,8.4,0.0508,39.6,0.00566229,118.955
1000,11.2,0.0508,71.3,0.014072,136.941
2500,4.2,0.0508,39.6,0.00152689,133.847
5000,15.4,0.0508,71.3,0.0264269,119.135
400,8.4,0.0508,39.6,0.00566229,120.015
1000,8.4,0.0508,39.6,0.00566229,130.195
1000,8.4,0.0508,71.3,0.00529514,129.946
630,15.4,0.0508,55.5,0.0271925,129.33
630,8.4,0.0508,31.7,0.00580776,125.856
4000,11.2,0.0508,39.6,0.0150478,115.52
3150,8.4,0.0508,31.7,0.00580776,122.086
1000,15.4,0.0508,31.7,0.0289853,124.525
500,8.4,0.0508,55.5,0.00544854,123.742
250,11.2,0.0508,39.6,0.0150478,126.43
4000,0.0,0.0508,39.6,7.91822E-4,135.308
8000,4.2,0.0508,39.6,0.00152689,120.397
2000,4.2,0.0508,71.3,0.00142788,129.848
4000,4.2,0.0508,39.6,0.00152689,131.807
3150,8.4,0.0508,39.6,0.00566229,123.965
2000,11.2,0.0508,71.3,0.014072,133.311
1600,8.4,0.0508,55.5,0.00544854,133.032
500,15.4,0.0508,71.3,0.0264269,127.285
1600,15.4,0.0508,71.3,0.0264269,130.065
2500,11.2,0.0508,39.6,0.0150478,122.17
200,9.5,0.0254,31.7,0.00461377,119.146
400,19.7,0.0508,71.3,0.0341183,123.865
10000,0.0,0.0254,31.7,4.39472E-4,134.227
800,4.8,0.0254,31.7,9.30789E-4,122.648
6300,0.0,0.0254,55.5,4.1229E-4,136.103
1000,19.7,0.0508,71.3,0.0341183,121.885
10000,4.8,0.0254,71.3,8.48633E-4,127.398
1600,9.5,0.0254,55.5,0.0043284,133.062
1600,4.8,0.0254,39.6,9.07475E-4,125.966
400,9.5,0.0254,55.5,0.0043284,120.952
1000,9.5,0.0254,71.3,0.00420654,129.556
250,12.7,0.0254,71.3,0.0121808,119.698
250,19.7,0.0508,71.3,0.0341183,119.115
2000,0.0,0.0254,39.6,4.28464E-4,130.026
630,12.7,0.0254,71.3,0.0121808,128.878
20000,4.8,0.0254,71.3,8.48633E-4,119.708
2500,4.8,0.0254,31.7,9.30789E-4,132.588
5000,9.5,0.0254,31.7,0.00461377,124.426
500,9.5,0.0254,55.5,0.0043284,123.082
8000,4.8,0.0254,39.6,9.07475E-4,131.346
500,9.5,0.0254,31.7,0.00461377,126.886
200,19.7,0.0508,39.6,0.036484,125.974
3150,19.7,0.0508,39.6,0.036484,113.004
500,12.7,0.0254,71.3,0.0121808,126.898
2500,0.0,0.0254,55.5,4.1229E-4,130.073
4000,0.0,0.0254,55.5,4.1229E-4,133.223
3150,0.0,0.0254,31.7,4.39472E-4,135.227
8000,0.0,0.0254,31.7,4.39472E-4,137.207
16000,0.0,0.0254,55.5,4.1229E-4,125.683
4000,4.8,0.0254,55.5,8.73218E-4,133.924
1600,4.8,0.0254,31.7,9.30789E-4,128.718
6300,9.5,0.0254,39.6,0.00449821,120.324
4000,0.0,0.0254,71.3,4.00682E-4,138.557
1250,9.5,0.0254,71.3,0.00420654,131.656
630,9.5,0.0254,55.5,0.0043284,125.452
3150,0.0,0.0254,71.3,4.00682E-4,137.007
3150,4.8,0.0254,39.6,9.07475E-4,133.436
800,9.5,0.0254,39.6,0.00449821,129.014
6300,9.5,0.0254,31.7,0.00461377,120.726
10000,0.0,0.0254,71.3,4.00682E-4,130.787
4000,9.5,0.0254,55.5,0.0043284,131.582
12500,0.0,0.0254,71.3,4.00682E-4,133.207
8000,4.8,0.0254,31.7,9.30789E-4,127.008
4000,9.5,0.0254,71.3,0.00420654,134.236
6300,0.0,0.0254,31.7,4.39472E-4,138.537
2500,0.0,0.0254,39.6,4.28464E-4,131.836
1250,0.0,0.0254,31.7,4.39472E-4,127.947
3150,4.8,0.0254,55.5,8.73218E-4,132.354
1600,9.5,0.0254,71.3,0.00420654,133.756
20000,0.0,0.0254,55.5,4.1229E-4,121.933
2500,4.8,0.0254,71.3,8.48633E-4,130.828
1000,4.8,0.0254,39.6,9.07475E-4,122.956
20000,0.0,0.0254,71.3,4.00682E-4,123.217
6300,4.8,0.0254,31.7,9.30789E-4,132.898
2500,19.7,0.0508,71.3,0.0341183,118.385
250,9.5,0.0254,39.6,0.00449821,116.924
10000,0.0,0.0254,39.6,4.28464E-4,133.376
630,9.5,0.0254,39.6,0.00449821,126.514
1250,4.8,0.0254,39.6,9.07475E-4,125.026
500,19.7,0.0508,71.3,0.0341183,126.995
6300,9.5,0.0254,55.5,0.0043284,124.222
4000,4.8,0.0254,71.3,8.48633E-4,134.928
3150,9.5,0.0254,39.6,0.00449821,129.934
500,19.7,0.0508,39.6,0.036484,128.444
3150,0.0,0.0254,39.6,4.28464E-4,133.276
10000,4.8,0.0254,55.5,8.73218E-4,126.944
10000,0.0,0.0254,55.5,4.1229E-4,134.563
12500,0.0,0.0254,39.6,4.28464E-4,129.116
5000,0.0,0.0254,31.7,4.39472E-4,138.607
3150,9.5,0.0254,71.3,0.00420654,136.166
2500,4.8,0.0254,39.6,9.07475E-4,131.236
2500,9.5,0.0254,55.5,0.0043284,134.152
315,9.5,0.0254,39.6,0.00449821,119.294
800,4.8,0.0254,39.6,9.07475E-4,120.766
1600,9.5,0.0254,31.7,0.00461377,131.036
400,12.7,0.0254,71.3,0.0121808,125.048
3150,4.8,0.0254,71.3,8.48633E-4,133.378
200,9.5,0.0254,39.6,0.00449821,116.074
1600,9.5,0.0254,39.6,0.00449821,131.184
3150,19.7,0.0508,71.3,0.0341183,116.225
16000,0.0,0.0254,71.3,4.00682E-4,130.477
2000,0.0,0.0254,31.7,4.39472E-4,130.697
8000,4.8,0.0254,55.5,8.73218E-4,132.184
2000,9.5,0.0254,55.5,0.0043284,134.052
630,4.8,0.0254,39.6,9.07475E-4,118.696
2500,9.5,0.0254,39.6,0.00449821,131.234
8000,0.0,0.0254,71.3,4.00682E-4,129.867
5000,0.0,0.0254,39.6,4.28464E-4,136.536
800,9.5,0.0254,71.3,0.00420654,127.206
400,9.5,0.0254,39.6,0.00449821,121.154
8000,0.0,0.0254,39.6,4.28464E-4,135.866
3150,0.0,0.0254,55.5,4.1229E-4,130.503
1250,9.5,0.0254,39.6,0.00449821,130.964
400,19.7,0.0508,39.6,0.036484,130.614
2000,4.8,0.0254,31.7,9.30789E-4,130.148
4000,19.7,0.0508,39.6,0.036484,108.684
5000,4.8,0.0254,71.3,8.48633E-4,135.468
2500,9.5,0.0254,71.3,0.00420654,135.956
6300,9.5,0.0254,71.3,0.00420654,127.246
315,9.5,0.0254,31.7,0.00461377,122.766
16000,4.8,0.0254,55.5,8.73218E-4,124.394
630,19.7,0.0508,71.3,0.0341183,128.365
3150,9.5,0.0254,55.5,0.0043284,133.252
1000,9.5,0.0254,55.5,0.0043284,130.332
2000,19.7,0.0508,71.3,0.0341183,120.055
1000,19.7,0.0508,39.6,0.036484,118.904
2000,9.5,0.0254,39.6,0.00449821,131.274
2500,0.0,0.0254,71.3,4.00682E-4,133.707
6300,4.8,0.0254,71.3,8.48633E-4,134.498
500,4.8,0.0254,31.7,9.30789E-4,116.128
3150,9.5,0.0254,31.7,0.00461377,128.536
1250,19.7,0.0508,39.6,0.036484,118.634
1250,4.8,0.0254,31.7,9.30789E-4,127.408
4000,0.0,0.0254,39.6,4.28464E-4,135.346
4000,9.5,0.0254,39.6,0.00449821,127.864
5000,4.8,0.0254,55.5,8.73218E-4,135.484
8000,4.8,0.0254,71.3,8.48633E-4,131.518
800,19.7,0.0508,71.3,0.0341183,124.555
6300,0.0,0.0254,39.6,4.28464E-4,136.826
315,12.7,0.0254,71.3,0.0121808,122.938
2000,9.5,0.0254,31.7,0.00461377,130.496
6300,0.0,0.0254,71.3,4.00682E-4,134.987
1000,4.8,0.0254,31.7,9.30789E-4,125.348
1000,12.7,0.0254,71.3,0.0121808,131.698
8000,0.0,0.0254,55.5,4.1229E-4,136.163
5000,9.5,0.0254,55.5,0.0043284,128.412
2500,9.5,0.0254,31.7,0.00461377,130.086
630,9.5,0.0254,71.3,0.00420654,125.726
1000,9.5,0.0254,39.6,0.00449821,130.374
10000,4.8,0.0254,39.6,9.07475E-4,126.066
5000,4.8,0.0254,31.7,9.30789E-4,135.248
800,9.5,0.0254,55.5,0.0043284,128.082
1250,12.7,0.0254,71.3,0.0121808,133.048
1600,0.0,0.0254,31.7,4.39472E-4,129.267
800,9.5,0.0254,31.7,0.00461377,130.746
315,19.7,0.0508,71.3,0.0341183,121.235
12500,0.0,0.0254,31.7,4.39472E-4,128.977
315,19.7,0.0508,39.6,0.036484,129.864
6300,4.8,0.0254,39.6,9.07475E-4,134.336
2000,4.8,0.0254,55.5,8.73218E-4,125.054
